Game Name,Genre,Gender Preference,Rating,Release Year,Size,Platform
Nuclear Throne,Battle,Both,4.0,2015,3063MB,"PC, PlayStation 4, Xbox One, Nintendo Switch, macOS, Linux, PS Vita"
Tyrian 2000,Battle,Male,2.4,1999,1387MB,"PC, macOS"
Zombie Army Trilogy,Battle,Female,3.4,2015,15GB,"PC, Xbox One, PlayStation 4, Nintendo Switch"
World of Tanks Blitz,Battle,Both,2.8,2014,4215MB,"PC, Nintendo Switch, iOS, Android, macOS"
Halo 4,Battle,Female,3.8,2012,39GB,"PC, Xbox One, Xbox 360"
Anthem,Battle,Male,2.7,2019,17GB,"PC, Xbox One, PlayStation 4"
STAR WARS Jedi Knight - Mysteries of the Sith,Battle,Both,3.3,1998,13GB,PC
Lost Planet 3,Battle,Female,3.3,2013,133GB,"PC, Xbox One, Xbox 360, PlayStation 3"
Ziggurat,Battle,Female,3.0,2014,7834MB,"PC, PlayStation 4, Xbox One, Nintendo Switch, macOS, Linux, Wii U"
State of Decay YOSE - Day One Edition,Battle,Female,3.5,2015,5625MB,"PC, Xbox One"
Red Faction,Battle,Female,3.9,2001,6485MB,"PC, PlayStation 4, macOS, PlayStation 2"
Zombie Driver HD,Battle,Both,3.0,2012,14GB,"PC, Xbox 360, PlayStation 3"
theHunter: Call of the Wild,Battle,Both,3.5,2017,75GB,"PC, Xbox One, PlayStation 4"
Zeno Clash,Battle,Male,3.6,2009,86GB,"PC, Xbox 360"
Shadowgrounds,Battle,Female,2.8,2005,11GB,"PC, macOS"
Battlefield 2042,Battle,Male,2.9,2021,5640MB,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X"
Homefront: The Revolution,Battle,Male,3.0,2016,123GB,"PC, Xbox One, PlayStation 4"
XIII,Battle,Both,3.9,2003,1336MB,"PC, PlayStation 4, Xbox One, Xbox, PlayStation 2, GameCube, Classic Macintosh"
Metal Gear Solid 4: Guns of the Patriots,Battle,Both,4.4,2008,141GB,PlayStation 3
Tom Clancy's Rainbow Six Vegas 2,Battle,Both,3.8,2008,12GB,"PC, Xbox One, Xbox 360, PlayStation 3"
Nosferatu: The Wrath of Malachi,Battle,Male,3.1,2003,5702MB,PC
ArmA II: DayZ Mod,Battle,Female,3.5,2013,147GB,PC
High on Life,Battle,Male,3.8,2022,7096MB,"PC, PlayStation 5, PlayStation 4, Xbox Series S/X"
Titanfall,Battle,Male,4.0,2014,2278MB,"PC, Xbox One, Xbox 360"
S.T.A.L.K.E.R. 2: Heart of Chornobyl,Battle,Both,3.8,2024,2265MB,"PC, Xbox Series S/X"
Warface,Battle,Female,2.6,2013,3651MB,"PC, Xbox One, PlayStation 4, Nintendo Switch, Xbox 360"
Tower of Guns,Battle,Female,2.3,2014,142GB,"PC, Xbox One, PlayStation 4, macOS, Linux, PlayStation 3"
Atomic Heart,Battle,Both,3.9,2023,134GB,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X"
E.Y.E: Divine Cybermancy,Battle,Male,3.1,2011,17GB,PC
Half-Life 2: Update,Battle,Female,4.1,2015,787MB,PC
Call of Juarez: Bound in Blood,Battle,Both,3.9,2009,1622MB,"PC, Xbox One, Xbox 360, PlayStation 3"
Painkiller Hell & Damnation,Battle,Male,3.5,2012,7380MB,"PC, macOS, Linux, Xbox 360, PlayStation 3"
Alien Breed 2: Assault,Battle,Male,2.6,2010,33GB,"PC, Xbox 360, PlayStation 3"
Operation Flashpoint: Red River,Battle,Female,2.7,2011,5543MB,"PC, Xbox 360"
Not A Hero,Battle,Male,3.2,2015,4775MB,"PC, PlayStation 4, Nintendo Switch, Android, macOS, Linux"
Halo: Spartan Assault,Battle,Female,3.1,2013,92GB,"PC, Xbox One, iOS, Xbox 360"
Master Levels for Doom II,Battle,Male,3.9,1995,132GB,"PC, Linux, Classic Macintosh"
Generation Zero (2019),Battle,Male,2.7,2019,90GB,"PC, Xbox One, PlayStation 4"
STAR WARS Starfighter,Battle,Female,2.9,2001,142GB,"PC, Xbox One, Xbox 360, PlayStation 3"
SUPERHOT VR,Battle,Male,4.4,2017,4195MB,"PC, PlayStation 4"
Call of Juarez,Battle,Female,3.8,2006,117GB,"PC, Xbox 360"
Alien Breed: Impact,Battle,Both,2.9,2010,16GB,"PC, PlayStation 3"
Wolfenstein 3D,Battle,Female,4.1,1992,79GB,"PC, Xbox One, iOS, macOS, Xbox 360, PlayStation 3, Game Boy Advance, SNES, Classic Macintosh, 3DO, Jaguar"
Stargunner,Battle,Both,2.0,1996,30GB,"PC, macOS, Linux"
Shadowgrounds Survivor,Battle,Female,2.6,2007,5826MB,"PC, macOS"
Wolfenstein: Enemy Territory,Battle,Female,3.2,2003,36GB,"PC, macOS, Linux"
Final DOOM,Battle,Male,4.1,1996,3204MB,"PC, PlayStation, Classic Macintosh"
Bionic Commando (2009),Battle,Male,3.2,2009,51GB,"PC, Xbox 360, PlayStation 3"
Gears of War: Ultimate Edition,Battle,Both,4.1,2015,141GB,"PC, Xbox One"
Quake IV,Battle,Female,3.7,2005,2226MB,"PC, macOS, Linux, Xbox 360"
Tom Clancy's Rainbow Six Vegas,Battle,Both,3.7,2006,5996MB,"PC, Xbox One, Xbox 360, PlayStation 3"
X-COM: Enforcer,Battle,Female,2.3,2001,1058MB,PC
Red Faction II,Battle,Male,3.5,2002,5985MB,"PC, PlayStation 4, Xbox One, Xbox 360, Xbox, PlayStation 3, PlayStation 2, GameCube"
Worms Rumble,Battle,Male,2.5,2020,6224MB,"PC, PlayStation 5, Xbox One, PlayStation 4"
Singularity,Battle,Female,4.0,2010,116GB,"PC, Xbox 360, PlayStation 3"
Halo 3: ODST,Battle,Male,4.0,2009,102GB,"PC, Xbox One, Xbox 360"
Returnal,Battle,Both,4.2,2021,47GB,"PC, PlayStation 5"
Oddworld: Stranger's Wrath,Battle,Male,3.6,2005,2345MB,"PC, iOS, Android, macOS, Xbox"
Spacelords,Battle,Female,2.3,2017,7726MB,"PC, Xbox One, PlayStation 4"
Battleborn,Battle,Both,2.7,2016,5099MB,"PC, Xbox One, PlayStation 4"
Rogue Company,Battle,Female,3.2,2020,133GB,"PC, Xbox One, PlayStation 4, Nintendo Switch"
DOOM 64 (2020),Battle,Female,3.6,2020,5997MB,"PC, Xbox One, PlayStation 4, Nintendo Switch"
Neon Abyss,Battle,Male,3.4,2020,2421MB,"PC, Xbox One, PlayStation 4, Nintendo Switch"
Serious Sam Double D XXL,Battle,Female,2.6,2011,5245MB,"PC, Xbox 360"
Resident Evil Re:Verse,Battle,Female,1.5,2022,4632MB,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X"
"Sir, You Are Being Hunted",Battle,Male,2.9,2013,720MB,"PC, macOS, Linux"
Control Ultimate Edition,Battle,Female,4.3,2020,141GB,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X"
X-Morph: Defense,Battle,Female,3.1,2017,5475MB,"PC, Xbox One, PlayStation 4, Nintendo Switch"
Velocity 2X,Battle,Female,3.1,2014,42GB,"PC, Xbox One, PlayStation 4, Nintendo Switch, PS Vita"
World War Z (2019),Battle,Male,3.4,2019,111GB,"PC, Xbox One, PlayStation 4, Nintendo Switch"
West of Dead,Battle,Male,3.1,2020,129GB,"PC, Xbox One, PlayStation 4, Nintendo Switch"
POSTAL: Classic and Uncut,Battle,Male,2.9,2003,4772MB,"PC, macOS, Linux"
Unreal Tournament: Game of the Year Edition,Battle,Both,4.3,2000,4025MB,PC
Saints Row IV: Re-Elected,Battle,Both,3.7,2013,2877MB,"PC, Xbox One, PlayStation 4, Nintendo Switch"
DOOM,Battle,Male,4.4,1993,105GB,"PC, PlayStation 4, Xbox One, Nintendo Switch, Android, Linux, Xbox 360, PlayStation 3, PlayStation, Game Boy Advance, SNES, SEGA Saturn, SEGA 32X, 3DO, Jaguar"
Call of Duty: Modern Warfare 2 Campaign Remastered,Battle,Male,4.0,2020,120GB,"PC, Xbox One, PlayStation 4"
Squad,Battle,Both,3.9,2020,7063MB,PC
John Romero's Daikatana,Battle,Both,2.5,2000,822MB,"PC, Nintendo 64"
Zeno Clash 2,Battle,Both,3.2,2013,3195MB,"PC, Xbox 360, PlayStation 3"
Lost Planet: Extreme Condition,Battle,Both,3.7,2006,54GB,"PC, Xbox 360, PlayStation 3"
BioShock: The Collection,Battle,Female,4.5,2016,70GB,"PC, Xbox One, PlayStation 4, Nintendo Switch"
The Last of Us Part I,Battle,Female,4.7,2022,56GB,"PC, PlayStation 5"
Neon Chrome,Battle,Both,2.9,2016,6683MB,"PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, Android, macOS, Linux, PS Vita"
Project Warlock,Battle,Female,3.8,2018,95GB,"PC, Xbox One, PlayStation 4, Nintendo Switch"
Sine Mora,Battle,Male,3.3,2012,81GB,"PC, iOS, Android, Xbox 360, PlayStation 3, PS Vita"
Yakuza 6: The Song of Life,Battle,Male,4.4,2016,4802MB,"PC, Xbox One, PlayStation 4"
Tiny Tina's Assault on Dragon Keep: A Wonderlands One-shot Adventure,Battle,Both,3.0,2021,1898MB,"PC, Xbox One, PlayStation 4"
GALAK-Z,Battle,Both,2.6,2015,685MB,"PC, PlayStation 4, macOS, Linux"
Crackdown,Battle,Male,3.5,2007,58GB,"Xbox One, Xbox 360"
The Finals,Battle,Both,3.7,2023,762MB,"PC, PlayStation 5, Xbox Series S/X"
Alien Breed 3: Descent,Battle,Male,2.7,2010,7186MB,"PC, Xbox 360, PlayStation 3"
Alienation,Battle,Female,3.5,2016,1197MB,PlayStation 4
Metal: Hellsinger,Battle,Female,4.0,2022,7186MB,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X"
Call of Cthulhu: Dark Corners of the Earth,Battle,Female,4.1,2005,46GB,"PC, Xbox"
Hitman: Sniper Challenge,Battle,Male,3.1,2012,32GB,"PC, Xbox 360, PlayStation 3"
Plants vs Zombies Garden Warfare,Battle,Male,3.4,2014,6264MB,"PC, Xbox One, PlayStation 4, Xbox 360, PlayStation 3"
CounterSpy,Battle,Male,3.2,2014,7595MB,"PlayStation 4, iOS, Android, PlayStation 3, PS Vita"
Painkiller Overdose,Battle,Both,3.3,2007,22GB,PC
Battlefield: Bad Company,Battle,Female,4.0,2008,35GB,"Xbox One, Xbox 360, PlayStation 3"
Gears of War: Judgment,Battle,Female,3.6,2013,7518MB,Xbox 360
America's Army: Proving Grounds,Battle,Male,2.6,2013,4315MB,"PC, PlayStation 4"
Jazzpunk,Battle,Female,4.0,2014,5759MB,"PC, PlayStation 4, macOS, Linux"
GoNNER,Battle,Female,2.9,2016,6377MB,"PC, PlayStation 4, Nintendo Switch, Android, macOS, Linux"
Devolverland Expo,Battle,Female,3.4,2020,3461MB,PC
Halo Waypoint,Battle,Both,2.7,2010,142GB,Xbox 360
The Saboteur,Battle,Male,3.8,2009,89GB,"PC, Xbox 360, PlayStation 3"
Lost Planet 2,Battle,Male,3.3,2010,75GB,"PC, Xbox One, Xbox 360, PlayStation 3"
TimeShift,Battle,Male,3.7,2007,40GB,"PC, Xbox 360, PlayStation 3"
Hotline Miami 2: Wrong Number Digital Comic,Battle,Male,3.4,2015,4278MB,"PC, macOS, Linux"
Turok: Dinosaur Hunter,Battle,Female,3.7,1997,3933MB,"PC, Xbox One, PlayStation 4, Nintendo Switch, macOS, Nintendo 64, Game Boy"
BPM: BULLETS PER MINUTE,Battle,Male,3.7,2020,4538MB,"PC, Xbox One, PlayStation 4"
Crimsonland,Battle,Both,4.0,2003,36GB,"PC, Xbox One, PlayStation 4, Nintendo Switch, iOS, Android, macOS, Linux, PlayStation 3, PS Vita"
Insurgency: Sandstorm,Battle,Both,3.9,2018,5145MB,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X"
The Orange Box,Battle,Both,4.5,2008,82GB,"PC, macOS, Linux, Xbox 360, PlayStation 3"
Gunfire Reborn,Battle,Male,3.9,2020,16GB,"PC, iOS"
Unreal 2: The Awakening,Battle,Both,3.6,2003,21GB,"PC, Xbox"
Screencheat,Battle,Female,3.6,2014,116GB,"PC, Xbox One, PlayStation 4, macOS, Linux"
Dark Sector,Battle,Female,3.3,2008,6357MB,"PC, Xbox 360, PlayStation 3"
Neon White,Battle,Both,4.4,2022,6056MB,"PC, PlayStation 5, PlayStation 4, Nintendo Switch"
Gotham City Impostors,Battle,Both,2.9,2012,8000MB,"PC, Xbox 360, PlayStation 3"
Tom Clancy's Ghost Recon Breakpoint,Battle,Female,2.9,2019,150GB,"PC, Xbox One, PlayStation 4"
Serious Sam 4,Battle,Male,3.2,2020,27GB,"PC, Xbox One, PlayStation 4, macOS, Linux"
Legendary,Battle,Male,2.8,2008,5465MB,"PC, Xbox 360, PlayStation 3"
Hatred,Battle,Both,3.0,2015,138GB,PC
Warsow,Battle,Male,2.1,2012,81GB,"PC, macOS, Linux"
Insanely Twisted Shadow Planet,Battle,Male,3.6,2011,2882MB,"PC, macOS, Linux, Xbox 360"
Sine Mora EX,Battle,Both,3.5,2017,7501MB,"PC, Xbox One, PlayStation 4, Nintendo Switch"
Stubbs the Zombie in Rebel Without a Pulse,Battle,Both,3.7,2005,1401MB,"PC, Xbox One, PlayStation 4, Nintendo Switch, macOS, Xbox"
Call of Duty: Modern Warfare II,Battle,Male,3.8,2022,4850MB,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X"
Nosgoth,Battle,Male,2.5,Unknown,94GB,PC
Mr. Shifty,Battle,Male,3.2,2017,6350MB,"PC, Xbox One, PlayStation 4, Nintendo Switch, macOS, Linux"
Estranged: The Departure,Battle,Female,2.6,2020,112GB,"PC, Nintendo Switch, macOS, Linux"
Sniper Ghost Warrior Contracts,Battle,Both,3.3,2019,63GB,"PC, Xbox One, PlayStation 4"
Aliens Versus Predator,Battle,Both,3.7,1999,1289MB,"PC, macOS, Classic Macintosh"
Hydrophobia: Prophecy,Battle,Female,2.7,2011,43GB,"PC, PlayStation 3"
Ready or Not,Battle,Both,4.0,2023,5554MB,PC
Saints Row,Battle,Male,3.5,2006,3347MB,"PC, Xbox One, Xbox 360"
Tiny Tina's Wonderlands,Battle,Male,3.6,2022,7003MB,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X"
ROBLOX,Battle,Female,3.3,2006,14GB,"PC, Xbox One, iOS, Android, macOS"
Police Stories,Battle,Both,3.5,2019,132GB,"PC, Xbox One, PlayStation 4, Nintendo Switch, macOS, Linux"
Medal of Honor: Airborne,Battle,Male,3.7,2007,143GB,"PC, Xbox One, Xbox 360, PlayStation 3"
Sniper Elite 5,Battle,Male,3.7,2022,1260MB,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X"
Call of Duty 3,Battle,Male,3.8,2006,5720MB,"Xbox 360, Xbox, PlayStation 3, PlayStation 2, Wii"
Painkiller Redemption,Battle,Both,2.9,2011,4868MB,PC
Tannenberg,Battle,Male,3.5,2019,973MB,"PC, Xbox One, PlayStation 4, macOS, Linux"
Crackdown 3,Battle,Female,2.9,2019,1829MB,"PC, Xbox One"
QUAKE II Mission Pack: The Reckoning,Battle,Female,3.3,1998,697MB,PC
QUAKE Mission Pack 1: Scourge of Armagon,Battle,Male,3.6,1997,109GB,PC
PixelJunk Shooter Ultimate,Battle,Female,3.1,2014,37GB,"PC, PlayStation 4, PS Vita"
Iron Brigade,Battle,Both,2.8,2010,149GB,"PC, Xbox 360"
QUAKE Mission Pack 2: Dissolution of Eternity,Battle,Both,3.5,1997,84GB,PC
Duke Nukem 3D: 20th Anniversary World Tour,Battle,Male,4.0,2016,37GB,"PC, Xbox One, PlayStation 4, Nintendo Switch"
Evolve,Battle,Female,2.7,2015,6646MB,"PC, Xbox One, PlayStation 4"
Crysis Remastered,Battle,Male,3.3,2020,45GB,"PC, Xbox One, PlayStation 4, Nintendo Switch"
Turok 2: Seeds of Evil,Battle,Both,4.1,1998,8GB,"PC, Xbox One, PlayStation 4, Nintendo Switch, Nintendo 64"
Call of Duty: Vanguard,Battle,Both,3.0,2021,5825MB,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X"
PixelJunk Shooter,Battle,Male,3.4,2009,3001MB,"PC, macOS, Linux, PlayStation 3"
Dead Nation,Battle,Both,3.5,2010,114GB,"PlayStation 4, PlayStation 3"
Umbrella Corps /Biohazard Umbrella Corps,Battle,Female,1.8,2016,39GB,"PC, PlayStation 4"
Metal Gear Solid 2: Sons of Liberty,Battle,Male,4.3,2001,122GB,"Xbox 360, Xbox, PlayStation 3, PlayStation 2, PS Vita"
System Shock,Battle,Female,3.8,2023,3562MB,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Linux"
HeXen: Beyond Heretic,Battle,Male,3.8,1995,125GB,"PC, PlayStation, Nintendo 64, Classic Macintosh, SEGA Saturn"
NeuroVoider,Battle,Both,3.2,2016,46GB,"PC, Xbox One, PlayStation 4, Nintendo Switch, macOS, Linux"
Aliens: Fireteam Elite,Battle,Both,2.9,2021,66GB,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X"
Subterrain,Battle,Male,3.1,2016,35GB,"PC, Xbox One, PlayStation 4"
Industria,Battle,Female,3.0,2021,145GB,"PC, PlayStation 5, Xbox One, Xbox Series S/X"
Tom Clancy's Ghost Recon: Future Soldier,Battle,Both,3.6,2012,4236MB,"PC, Xbox One, Xbox 360, PlayStation 3"
Clive Barker's Jericho,Battle,Male,3.7,2007,2168MB,"PC, Xbox 360, PlayStation 3"
Genesis Alpha One,Battle,Male,2.4,2019,94GB,"PC, Xbox One, PlayStation 4"
Heretic: Shadow of the Serpent Riders,Battle,Female,3.9,1994,2127MB,PC
Necromunda: Hired Gun,Battle,Female,3.0,2021,34GB,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X"
Wolfenstein,Battle,Male,3.8,2009,107GB,"PC, Xbox 360, PlayStation 3"
Fuse,Battle,Female,2.4,2013,5752MB,"PC, macOS, Xbox 360, PlayStation 3"
Perfect Dark,Battle,Female,4.0,2000,6030MB,"Xbox 360, Nintendo 64"
The Chronicles of Riddick: Assault on Dark Athena,Battle,Both,4.0,2009,42GB,"PC, macOS, Xbox 360, PlayStation 3"
The Mean Greens - Plastic Warfare,Battle,Both,3.2,2015,80GB,"PC, Xbox One, PlayStation 4, macOS, Linux"
Post Void,Battle,Female,3.8,2020,5170MB,PC
Alien Rage - Unlimited,Battle,Both,2.9,2013,3821MB,"PC, Xbox 360, PlayStation 3"
Zombie Shooter,Battle,Female,3.6,2007,83GB,PC
Rise of the Triad,Battle,Both,2.7,2013,7GB,PC
Transformers: War for Cybertron,Battle,Both,3.7,2010,536MB,"PC, Nintendo DS, Xbox 360, PlayStation 3, Wii"
POSTAL Redux,Battle,Female,3.4,2016,111GB,"PC, PlayStation 5, PlayStation 4, Nintendo Switch"
Deus Ex: Human Revolution - The Missing Link,Battle,Both,3.9,2011,108GB,"PC, Xbox 360, PlayStation 3"
HeXen II,Battle,Both,3.6,1997,147GB,PC
Battlefield 1943,Battle,Both,3.8,2009,54GB,"Xbox One, Xbox 360, PlayStation 3"
Star Wars: Battlefront (2004),Battle,Male,4.1,2004,4058MB,"PC, macOS, Xbox, PlayStation 2"
Duke Nukem 3D,Battle,Both,4.3,1996,1473MB,"PC, iOS, Android, Xbox 360, PlayStation, Genesis, SEGA Saturn"
Forgive Me Father,Battle,Both,3.7,2022,41GB,PC
"Warhammer 40,000: Darktide",Battle,Female,3.7,2022,48GB,"PC, Xbox Series S/X"
Deus Ex,Battle,Both,4.4,2000,5046MB,"PC, macOS, PlayStation 3, PlayStation 2"
BloodRayne,Battle,Male,3.9,2002,7649MB,"PC, Nintendo Switch, Xbox, PlayStation 3, PlayStation 2, GameCube, Classic Macintosh"
Cyberpunk 2077: Phantom Liberty,Battle,Both,4.7,2023,7832MB,"PC, PlayStation 5, Xbox Series S/X"
World War 3,Battle,Female,2.9,2018,83GB,PC
Dying Light: Bad Blood,Battle,Male,2.9,2018,6976MB,"PC, Xbox One, PlayStation 4"
"Drones, The Human Condition",Battle,Both,1.6,2014,2034MB,"PC, Linux"
STRAFE,Battle,Both,3.0,2016,5614MB,"PC, PlayStation 4, iOS, macOS, Linux"
Resistance 2,Battle,Male,3.6,2008,52GB,PlayStation 3
The Last of Us: Left Behind,Battle,Female,4.5,2014,7547MB,"PlayStation 4, PlayStation 3"
Killzone 2,Battle,Male,4.0,2009,37GB,PlayStation 3
Valorant,Battle,Both,3.5,2020,2657MB,"PC, PlayStation 5, Xbox Series S/X"
Scavengers,Battle,Male,2.4,2021,630MB,PC
The Darkness,Battle,Female,4.0,2007,5909MB,"Xbox One, Xbox 360, PlayStation 3"
Duke Nukem 3D: Megaton Edition,Battle,Female,4.0,2013,1400MB,"PC, macOS, Linux, PlayStation 3, PS Vita"
STAR WARS - X-Wing Alliance,Battle,Female,2.9,1999,106GB,PC
HeXen: Deathkings of the Dark Citadel,Battle,Female,3.5,1996,7390MB,"PC, macOS, Classic Macintosh"
Zombie Army 4: Dead War,Battle,Male,3.3,2020,3804MB,"PC, Xbox One, PlayStation 4, Nintendo Switch"
DeadCore,Battle,Both,3.4,2014,2929MB,"PC, Xbox One, PlayStation 4, macOS, Linux"
Tom Clancy's Ghost Recon Advanced Warfighter 2,Battle,Female,3.4,2007,5575MB,"PC, Xbox One, Xbox 360, PlayStation 3, PSP"
Shutshimi,Battle,Male,2.1,2015,7661MB,"PC, PlayStation 4, macOS, Linux, PS Vita, Wii U"
Monday Night Combat,Battle,Both,2.9,2010,72GB,"PC, Xbox One, Xbox 360"
Halo: Combat Evolved,Battle,Male,4.3,2001,557MB,"PC, macOS, Xbox"
Symphony,Battle,Female,3.3,2012,4375MB,"PC, macOS, Linux"
Call of Duty: United Offensive,Battle,Both,4.1,2004,6204MB,"PC, macOS"
Zombie Shooter 2,Battle,Female,3.2,2009,137GB,PC
Velocity Ultra,Battle,Male,3.3,2013,19GB,"PC, PlayStation 3, PS Vita"
Brothers in Arms: Hell's Highway,Battle,Female,3.9,2008,45GB,"PC, Xbox One, Xbox 360, PlayStation 3"
Ion Fury,Battle,Female,4.0,2019,4236MB,"PC, Xbox One, PlayStation 4, Nintendo Switch, Linux"
WRATH: Aeon of Ruin,Battle,Female,3.6,2019,121GB,"PC, Xbox One, PlayStation 4, Nintendo Switch, macOS, Linux"
Perfect Dark Zero,Battle,Female,3.1,2010,6925MB,Xbox 360
Conflict: Denied Ops,Battle,Both,2.7,2008,5537MB,"PC, Xbox 360"
Killzone 3,Battle,Both,3.9,2011,5908MB,PlayStation 3
SEUM: Speedrunners from Hell,Battle,Female,3.7,2016,17GB,"PC, Xbox One, PlayStation 4, macOS, Linux"
Of Guards And Thieves,Battle,Both,2.7,2014,7674MB,PC
BloodRayne 2,Battle,Female,3.7,2004,106GB,"PC, Xbox 360, Xbox, PlayStation 2"
Atomicrops,Battle,Female,3.4,2019,5164MB,"PC, Xbox One, PlayStation 4, Nintendo Switch"
Blood: Fresh Supply,Battle,Male,4.2,2019,6028MB,PC
Super Metroid,Battle,Female,4.4,1994,13GB,"Nintendo 3DS, Wii U, Wii, SNES"
Resident Evil: Operation Raccoon City,Battle,Both,2.6,2012,573MB,"PC, Xbox 360, PlayStation 3"
Sniper Ghost Warrior 3 Season Pass Edition,Battle,Female,3.3,2017,103GB,"PC, Xbox One, PlayStation 4"
Doom 64,Battle,Both,3.9,1997,143GB,"PC, Xbox One, PlayStation 4, Nintendo Switch, Nintendo 64"
Halo 2,Battle,Female,4.4,2004,91GB,"PC, Xbox One, Xbox"
Duke Nukem: Manhattan Project,Battle,Male,3.7,2002,3179MB,"PC, iOS, macOS, Xbox 360"
Call of Duty: Warzone,Battle,Male,3.6,2020,4038MB,"PC, Xbox One, PlayStation 4"
Kero Blaster,Battle,Female,3.5,2014,1773MB,"PC, PlayStation 4, Nintendo Switch, iOS"
Terra Lander,Battle,Both,1.9,2015,17GB,"PC, PlayStation 4"
Geometry Wars 3: Dimensions Evolved,Battle,Female,3.8,2014,135GB,"PC, PlayStation 4, Xbox One, iOS, Android, macOS, Linux, Xbox 360, PlayStation 3, PS Vita"
Frontlines: Fuel of War,Battle,Both,3.2,2008,5649MB,"PC, Xbox One, Xbox 360"
Shoot Many Robots,Battle,Male,2.9,2012,6184MB,"PC, Android, Xbox 360, PlayStation 3"
Plants vs. Zombies Garden Warfare 2,Battle,Both,3.6,2016,82GB,"PC, Xbox One, PlayStation 4"
Ironsight,Battle,Male,2.7,2018,7423MB,PC
Chorus,Battle,Female,3.5,2021,955MB,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X"
Shadow Warrior 3,Battle,Male,3.6,2022,20GB,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X"
Ikaruga,Battle,Both,4.0,2001,7699MB,"PC, Xbox One, PlayStation 4, Nintendo Switch, Android, Xbox 360, GameCube, Dreamcast"
AquaNox,Battle,Female,3.2,2001,120GB,PC
METAL SLUG 2,Battle,Female,4.0,1998,7857MB,"PC, PlayStation 4, Xbox One, Nintendo Switch, iOS, Android, PlayStation, Wii, Neo Geo"
Day of Infamy,Battle,Male,3.8,2017,3283MB,"PC, macOS, Linux"
Splatoon 2,Battle,Male,4.2,2017,1465MB,Nintendo Switch
Severed Steel,Battle,Both,3.9,2021,53GB,"PC, Xbox One, PlayStation 4"
A Fistful of Gun,Battle,Male,2.5,2015,7GB,PC
Tom Clancy's Ghost Recon: Advanced Warfighter,Battle,Female,3.5,2006,21GB,"PC, Xbox One, Xbox 360, PlayStation 2"
Conflict Desert Storm,Battle,Both,3.0,2012,1486MB,"PC, Xbox, PlayStation 2, GameCube"
Blood,Battle,Female,4.3,1997,2495MB,"PC, Linux"
Stranglehold,Battle,Female,3.8,2007,5064MB,"PC, Xbox 360, PlayStation 3"
Mercenaries 2: World in Flames,Battle,Female,3.3,2008,1428MB,"PC, Xbox 360, PlayStation 3, PlayStation 2"
Aragami 2,Battle,Both,3.1,2021,80GB,"PC, PlayStation 5, Xbox One, PlayStation 4, Xbox Series S/X, Nintendo Switch"
Metal Gear Survive,Battle,Female,2.4,2018,3843MB,"PC, Xbox One, PlayStation 4"
CRYPTARK,Battle,Male,3.2,2015,5952MB,"PC, PlayStation 4, macOS, Linux"
AquaNox 2: Revelation,Battle,Male,2.8,2003,144GB,PC
SWORD ART ONLINE: Fatal Bullet,Battle,Both,3.3,2018,110GB,"PC, Xbox One, PlayStation 4"
TRANSFORMERS: Fall of Cybertron,Battle,Both,3.9,2012,760MB,"PC, Xbox One, PlayStation 4, Xbox 360, PlayStation 3"
Army of Two: The 40th Day,Battle,Both,3.6,2010,3332MB,"Xbox 360, PlayStation 3"
Metal Gear Solid 2: Substance,Battle,Female,4.5,2002,147GB,"PC, Xbox, PlayStation 2"
Raiden V: Director's Cut,Battle,Female,3.5,2017,28GB,"PC, PlayStation 4, Nintendo Switch"
Stay Out,Battle,Male,2.9,2019,110GB,PC
Shadows of the Damned,Battle,Both,3.9,2011,5327MB,"Xbox 360, PlayStation 3"
Dreadnought,Battle,Male,2.6,2017,55GB,"PC, PlayStation 4"
"Guns, Gore & Cannoli",Battle,Both,3.8,2015,79GB,"PC, Xbox One, PlayStation 4, Nintendo Switch, macOS"
Front Mission Evolved,Battle,Both,3.2,2010,8GB,"PC, Xbox 360, PlayStation 3"
TRON: Evolution - The Video Game,Battle,Both,3.0,2010,5014MB,"PC, Nintendo DS, Xbox 360, PlayStation 3, PSP"
